pid,block,cond,keypress,rt,acc
5cae5f9c48514600183d8fac,2,novel,p,0.7333,1
5cae5f9c48514600183d8fac,2,familiar,q,0.7696,1
5cae5f9c48514600183d8fac,2,novel,p,0.6229,1
5cae5f9c48514600183d8fac,2,familiar,q,0.5792,1
5cae5f9c48514600183d8fac,2,familiar,q,0.6603,1
5cae5f9c48514600183d8fac,2,familiar,q,0.6111,1
5cae5f9c48514600183d8fac,2,novel,p,0.6604,1
5cae5f9c48514600183d8fac,2,novel,p,0.7133,1
5cae5f9c48514600183d8fac,2,familiar,q,0.6129,1
5cae5f9c48514600183d8fac,2,familiar,p,0.5716,0
5cae5f9c48514600183d8fac,3,novel,p,0.7796,1
5cae5f9c48514600183d8fac,3,novel,p,0.7585,1
5cae5f9c48514600183d8fac,3,novel,p,0.733,1
5cae5f9c48514600183d8fac,3,familiar,q,0.5488,1
5cae5f9c48514600183d8fac,3,familiar,q,0.7727,1
5cae5f9c48514600183d8fac,3,familiar,q,0.621,1
5cae5f9c48514600183d8fac,3,novel,p,0.6212,1
5cae5f9c48514600183d8fac,3,familiar,q,0.6139,1
5cae5f9c48514600183d8fac,3,novel,p,0.592,1
5cae5f9c48514600183d8fac,3,familiar,q,0.4974,1
5cae5f9c48514600183d8fac,3,familiar,q,0.568,1
5cae5f9c48514600183d8fac,3,familiar,q,0.5407,1
5cae5f9c48514600183d8fac,3,familiar,q,0.7168,1
5cae5f9c48514600183d8fac,3,familiar,q,0.6307,1
5cae5f9c48514600183d8fac,3,novel,p,0.6644,1
5cae5f9c48514600183d8fac,3,familiar,q,0.7016,1
5cae5f9c48514600183d8fac,3,familiar,q,0.7636,1
5cae5f9c48514600183d8fac,3,novel,p,0.8224,1
5cae5f9c48514600183d8fac,3,familiar,q,0.5331,1
5cae5f9c48514600183d8fac,3,novel,p,0.7539,1
5cae5f9c48514600183d8fac,3,familiar,q,0.6706,1
5cae5f9c48514600183d8fac,3,familiar,q,0.5422,1
5cae5f9c48514600183d8fac,3,novel,p,0.5846,1
5cae5f9c48514600183d8fac,3,familiar,q,0.528,1
5cae5f9c48514600183d8fac,3,novel,p,0.6036,1
5cae5f9c48514600183d8fac,3,novel,p,0.651,1
5cae5f9c48514600183d8fac,3,familiar,q,0.6283,1
5cae5f9c48514600183d8fac,3,familiar,q,0.5408,1
5cae5f9c48514600183d8fac,3,novel,p,0.6,1
5cae5f9c48514600183d8fac,3,novel,p,0.7093,1
5cae5f9c48514600183d8fac,3,familiar,q,0.8277,1
5cae5f9c48514600183d8fac,3,familiar,q,0.498,1
5cae5f9c48514600183d8fac,3,novel,p,0.7829,1
5cae5f9c48514600183d8fac,3,novel,p,0.6993,1
5cae5f9c48514600183d8fac,3,novel,p,0.6027,1
5cae5f9c48514600183d8fac,3,familiar,q,0.6297,1
5cae5f9c48514600183d8fac,3,novel,p,0.6032,1
5cae5f9c48514600183d8fac,3,novel,p,0.6445,1
5cae5f9c48514600183d8fac,3,novel,p,0.6036,1
5cae5f9c48514600183d8fac,3,novel,p,0.6099,1
5cae5f9c48514600183d8fac,3,familiar,q,0.5279,1
5cae5f9c48514600183d8fac,3,novel,p,0.6335,1
5cae5f9c48514600183d8fac,3,familiar,q,0.7818,1
5cae5f9c48514600183d8fac,3,familiar,q,0.5291,1
5cae5f9c48514600183d8fac,3,familiar,q,0.6782,1
5cae5f9c48514600183d8fac,3,novel,p,0.5437,1
5cae5f9c48514600183d8fac,3,familiar,q,0.5798,1
5cae5f9c48514600183d8fac,3,novel,p,0.5795,1
5cae5f9c48514600183d8fac,3,novel,p,0.5455,1
5cae5f9c48514600183d8fac,3,novel,p,0.7521,1
5cae5f9c48514600183d8fac,3,familiar,q,0.6404,1
5cae5f9c48514600183d8fac,3,novel,p,0.5999,1
5cae5f9c48514600183d8fac,3,familiar,p,0.6662,0
5cae5f9c48514600183d8fac,3,familiar,q,0.5482,1
5cae5f9c48514600183d8fac,3,familiar,q,0.758,1
5cae5f9c48514600183d8fac,3,familiar,q,0.7002,1
5cae5f9c48514600183d8fac,3,novel,p,0.729,1
5cae5f9c48514600183d8fac,3,novel,p,0.7124,1
5cae5f9c48514600183d8fac,3,novel,p,0.5834,1
5cae5f9c48514600183d8fac,3,novel,p,0.6008,1
5d171334b49a4a0001e8aca4,1,novel,NA,NA,NA
5d171334b49a4a0001e8aca4,1,familiar,q,0.7649,1
5d171334b49a4a0001e8aca4,1,familiar,p,0.7724,0
5d171334b49a4a0001e8aca4,1,novel,p,0.8818,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.7276,1
5d171334b49a4a0001e8aca4,1,novel,p,0.7906,1
5d171334b49a4a0001e8aca4,1,familiar,p,0.6725,0
5d171334b49a4a0001e8aca4,1,novel,p,0.8054,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.7962,1
5d171334b49a4a0001e8aca4,1,novel,q,0.8321,0
5d171334b49a4a0001e8aca4,1,novel,p,0.7083,1
5d171334b49a4a0001e8aca4,1,familiar,p,0.7775,0
5d171334b49a4a0001e8aca4,1,novel,p,0.7129,1
5d171334b49a4a0001e8aca4,1,novel,p,0.7101,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.562,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.7073,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.9061,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6893,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.6991,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6893,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6096,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6808,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6941,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6957,1
5d171334b49a4a0001e8aca4,1,novel,p,0.7392,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.6557,1
5d171334b49a4a0001e8aca4,1,novel,p,0.7229,1
5d171334b49a4a0001e8aca4,1,novel,p,0.8761,1
5d171334b49a4a0001e8aca4,1,novel,p,0.8726,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.5893,1
5d171334b49a4a0001e8aca4,1,novel,p,0.8796,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6557,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6396,1
5d171334b49a4a0001e8aca4,1,novel,p,0.7894,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.6823,1
5d171334b49a4a0001e8aca4,1,novel,p,0.86,1
5d171334b49a4a0001e8aca4,1,novel,p,0.8631,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6961,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.6233,1
5d171334b49a4a0001e8aca4,1,familiar,p,0.7145,0
5d171334b49a4a0001e8aca4,1,familiar,q,0.8057,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.8889,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.8335,1
5d171334b49a4a0001e8aca4,1,familiar,p,0.96,0
5d171334b49a4a0001e8aca4,1,novel,p,0.7473,1
5d171334b49a4a0001e8aca4,1,familiar,NA,NA,NA
5d171334b49a4a0001e8aca4,1,novel,p,0.6679,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6531,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.5925,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.5887,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.5601,1
5d171334b49a4a0001e8aca4,1,familiar,p,0.9617,0
5d171334b49a4a0001e8aca4,1,familiar,q,0.6559,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.5784,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.6394,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.7441,1
5d171334b49a4a0001e8aca4,1,novel,p,0.8453,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.6463,1
5d171334b49a4a0001e8aca4,1,familiar,q,0.694,1
5d171334b49a4a0001e8aca4,1,novel,p,0.6313,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.5053,1
5d171334b49a4a0001e8aca4,2,novel,q,0.6059,0
5d171334b49a4a0001e8aca4,2,familiar,q,0.6955,1
5d171334b49a4a0001e8aca4,2,novel,p,0.6402,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7998,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.7573,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6246,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.639,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6891,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6117,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.5413,1
5d171334b49a4a0001e8aca4,2,novel,p,0.674,1
5d171334b49a4a0001e8aca4,2,novel,q,0.7668,0
5d171334b49a4a0001e8aca4,2,familiar,q,0.5636,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6068,1
5d171334b49a4a0001e8aca4,2,novel,p,0.6497,1
5d171334b49a4a0001e8aca4,2,novel,p,0.6554,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7119,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.7638,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6967,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7228,1
5d171334b49a4a0001e8aca4,2,novel,p,0.8763,1
5d171334b49a4a0001e8aca4,2,familiar,NA,NA,NA
5d171334b49a4a0001e8aca4,2,familiar,p,0.8226,0
5d171334b49a4a0001e8aca4,2,novel,p,0.7605,1
5d171334b49a4a0001e8aca4,2,novel,p,0.791,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7411,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.7476,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6056,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7079,1
5d171334b49a4a0001e8aca4,2,novel,p,0.891,1
5d171334b49a4a0001e8aca4,2,novel,p,0.8393,1
5d171334b49a4a0001e8aca4,2,novel,p,0.6728,1
5d171334b49a4a0001e8aca4,2,novel,p,0.6228,1
5d171334b49a4a0001e8aca4,2,novel,p,0.6311,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.7269,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7809,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7394,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.5476,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6744,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7904,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6176,1
5d171334b49a4a0001e8aca4,2,novel,p,1.0558,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7242,1
5d171334b49a4a0001e8aca4,2,novel,p,0.61,1
5d171334b49a4a0001e8aca4,2,novel,p,0.723,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.5716,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.5114,1
5d171334b49a4a0001e8aca4,2,novel,p,0.6223,1
5d171334b49a4a0001e8aca4,2,familiar,p,0.6727,0
5d171334b49a4a0001e8aca4,2,familiar,q,0.8715,1
5d171334b49a4a0001e8aca4,2,novel,p,0.5813,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6627,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6449,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.833,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7389,1
5d171334b49a4a0001e8aca4,2,novel,p,0.7392,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.6398,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.7141,1
5d171334b49a4a0001e8aca4,2,familiar,q,0.658,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.6557,1
5d171334b49a4a0001e8aca4,3,novel,p,0.8554,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7573,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.6158,1
5d171334b49a4a0001e8aca4,3,novel,p,0.8074,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.6008,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5225,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5651,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6284,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.7058,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5402,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5421,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6309,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.8724,1
5d171334b49a4a0001e8aca4,3,novel,q,0.5336,0
5d171334b49a4a0001e8aca4,3,novel,p,0.7837,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6891,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6951,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7582,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.6615,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7796,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.8257,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.6763,1
5d171334b49a4a0001e8aca4,3,familiar,p,0.8505,0
5d171334b49a4a0001e8aca4,3,familiar,q,0.8212,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.606,1
5d171334b49a4a0001e8aca4,3,novel,p,0.8808,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7125,1
5d171334b49a4a0001e8aca4,3,familiar,p,0.8496,0
5d171334b49a4a0001e8aca4,3,familiar,q,0.5754,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5562,1
5d171334b49a4a0001e8aca4,3,novel,p,0.5737,1
5d171334b49a4a0001e8aca4,3,familiar,p,0.6648,0
5d171334b49a4a0001e8aca4,3,novel,p,0.6991,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7101,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7715,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7233,1
5d171334b49a4a0001e8aca4,3,familiar,p,0.6646,0
5d171334b49a4a0001e8aca4,3,familiar,q,0.9084,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.7059,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5257,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7218,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6761,1
5d171334b49a4a0001e8aca4,3,familiar,p,1.0557,0
5d171334b49a4a0001e8aca4,3,novel,p,0.6179,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.7912,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7009,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5875,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.6758,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7155,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6566,1
5d171334b49a4a0001e8aca4,3,familiar,p,0.6722,0
5d171334b49a4a0001e8aca4,3,novel,p,0.7656,1
5d171334b49a4a0001e8aca4,3,novel,p,0.7666,1
5d171334b49a4a0001e8aca4,3,novel,p,0.641,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6219,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5904,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6663,1
5d171334b49a4a0001e8aca4,3,familiar,q,0.5435,1
5d171334b49a4a0001e8aca4,3,novel,p,0.6569,1
5d544c49318f5300168b8f04,1,novel,p,0.7861,1
5d544c49318f5300168b8f04,1,familiar,q,0.5821,1
5d544c49318f5300168b8f04,1,familiar,q,0.6216,1
5d544c49318f5300168b8f04,1,novel,p,0.666,1
5d544c49318f5300168b8f04,1,novel,p,0.7149,1
5d544c49318f5300168b8f04,1,familiar,q,0.7397,1
5d544c49318f5300168b8f04,1,novel,p,0.7582,1
5d544c49318f5300168b8f04,1,familiar,q,0.691,1
5d544c49318f5300168b8f04,1,familiar,q,0.7852,1
5d544c49318f5300168b8f04,1,familiar,q,0.852,1
5d544c49318f5300168b8f04,1,familiar,q,0.8395,1
5d544c49318f5300168b8f04,1,novel,p,0.7863,1
5d544c49318f5300168b8f04,1,familiar,p,1.0295,0
5d544c49318f5300168b8f04,1,familiar,NA,NA,NA
5d544c49318f5300168b8f04,1,novel,q,1.0192,0
5d544c49318f5300168b8f04,1,familiar,q,0.6011,1
5d544c49318f5300168b8f04,1,familiar,q,0.9861,1
5d544c49318f5300168b8f04,1,novel,p,0.903,1
5d544c49318f5300168b8f04,1,novel,p,0.9101,1
5d544c49318f5300168b8f04,1,novel,p,0.8472,1
5d544c49318f5300168b8f04,1,familiar,q,0.6674,1
5d544c49318f5300168b8f04,1,familiar,q,0.6598,1
5d544c49318f5300168b8f04,1,novel,p,0.9205,1
5d544c49318f5300168b8f04,1,familiar,q,0.9661,1
5d544c49318f5300168b8f04,1,novel,p,0.8645,1
5d544c49318f5300168b8f04,1,novel,p,0.9853,1
5d544c49318f5300168b8f04,1,novel,p,1.0834,1
5d544c49318f5300168b8f04,1,familiar,q,0.6206,1
5d544c49318f5300168b8f04,1,novel,p,0.806,1
5d544c49318f5300168b8f04,1,familiar,p,0.7882,0
5d544c49318f5300168b8f04,1,novel,p,0.755,1
5d544c49318f5300168b8f04,1,familiar,q,0.5742,1
5d544c49318f5300168b8f04,1,novel,p,0.9677,1
5d544c49318f5300168b8f04,1,novel,p,0.906,1
5d544c49318f5300168b8f04,1,familiar,q,0.9412,1
5d544c49318f5300168b8f04,1,novel,p,0.8184,1
5d544c49318f5300168b8f04,1,novel,p,0.8692,1
5d544c49318f5300168b8f04,1,novel,p,0.9134,1
5d544c49318f5300168b8f04,1,novel,p,1.0156,1
5d544c49318f5300168b8f04,1,familiar,q,0.7811,1
5d544c49318f5300168b8f04,1,familiar,q,0.7058,1
5d544c49318f5300168b8f04,1,novel,NA,NA,NA
5d544c49318f5300168b8f04,1,novel,p,0.7423,1
5d544c49318f5300168b8f04,1,familiar,q,0.6806,1
5d544c49318f5300168b8f04,1,familiar,q,0.6228,1
5d544c49318f5300168b8f04,1,familiar,q,0.737,1
5d544c49318f5300168b8f04,1,familiar,q,0.7373,1
5d544c49318f5300168b8f04,1,familiar,p,0.7314,0
5d544c49318f5300168b8f04,1,novel,p,0.7977,1
5d544c49318f5300168b8f04,1,novel,p,0.9013,1
5d544c49318f5300168b8f04,1,familiar,q,0.7858,1
5d544c49318f5300168b8f04,1,novel,p,0.6955,1
5d544c49318f5300168b8f04,1,familiar,q,0.7714,1
5d544c49318f5300168b8f04,1,novel,p,0.8739,1
5d544c49318f5300168b8f04,1,familiar,q,0.5916,1
5d544c49318f5300168b8f04,1,novel,p,0.6639,1
5d544c49318f5300168b8f04,1,familiar,q,0.6213,1
5d544c49318f5300168b8f04,1,novel,p,0.7757,1
5d544c49318f5300168b8f04,1,familiar,q,0.7702,1
5d544c49318f5300168b8f04,1,novel,p,0.8039,1
5d544c49318f5300168b8f04,2,novel,p,0.7888,1
5d544c49318f5300168b8f04,2,familiar,p,0.9531,0
5d544c49318f5300168b8f04,2,novel,p,0.9188,1
5d544c49318f5300168b8f04,2,familiar,q,0.5968,1
5d544c49318f5300168b8f04,2,novel,p,0.6299,1
5d544c49318f5300168b8f04,2,novel,p,0.7352,1
5d544c49318f5300168b8f04,2,familiar,p,0.8564,0
5d544c49318f5300168b8f04,2,familiar,q,0.6313,1
5d544c49318f5300168b8f04,2,novel,p,0.7036,1
5d544c49318f5300168b8f04,2,novel,p,0.6909,1
5d544c49318f5300168b8f04,2,familiar,p,0.952,0
5d544c49318f5300168b8f04,2,familiar,q,0.5994,1
5d544c49318f5300168b8f04,2,familiar,q,0.7485,1
5d544c49318f5300168b8f04,2,novel,p,0.7142,1
5d544c49318f5300168b8f04,2,novel,p,0.5703,1
5d544c49318f5300168b8f04,2,novel,p,0.6849,1
5d544c49318f5300168b8f04,2,novel,p,0.9416,1
5d544c49318f5300168b8f04,2,familiar,q,0.7045,1
5d544c49318f5300168b8f04,2,novel,p,0.6842,1
5d544c49318f5300168b8f04,2,familiar,q,0.7089,1
5d544c49318f5300168b8f04,2,familiar,NA,NA,NA
5d544c49318f5300168b8f04,2,familiar,q,0.73740000000000006,1
5d544c49318f5300168b8f04,2,familiar,q,0.7407,1
5d544c49318f5300168b8f04,2,familiar,p,0.702,0
5d544c49318f5300168b8f04,2,familiar,q,0.9361,1
5d544c49318f5300168b8f04,2,novel,p,0.6807,1
5d544c49318f5300168b8f04,2,familiar,q,0.7678,1
5d544c49318f5300168b8f04,2,novel,p,0.819,1
5d544c49318f5300168b8f04,2,familiar,q,0.8571,1
5d544c49318f5300168b8f04,2,novel,p,0.7183,1
5d544c49318f5300168b8f04,2,familiar,q,0.8847,1
5d544c49318f5300168b8f04,2,familiar,q,0.6466,1
5d544c49318f5300168b8f04,2,novel,p,1.0031,1
5d544c49318f5300168b8f04,2,familiar,q,0.6231,1
5d544c49318f5300168b8f04,2,novel,p,0.6631,1
5d544c49318f5300168b8f04,2,novel,p,0.7927,1
5d544c49318f5300168b8f04,2,familiar,q,0.6577,1
5d544c49318f5300168b8f04,2,novel,p,0.7565,1
5d544c49318f5300168b8f04,2,novel,p,0.6695,1
5d544c49318f5300168b8f04,2,novel,p,0.8021,1
5d544c49318f5300168b8f04,2,familiar,q,0.6715,1
5d544c49318f5300168b8f04,2,familiar,q,0.605,1
5d544c49318f5300168b8f04,2,familiar,q,0.6182,1
5d544c49318f5300168b8f04,2,familiar,q,0.686,1
5d544c49318f5300168b8f04,2,familiar,q,0.7692,1
5d544c49318f5300168b8f04,2,novel,p,0.7849,1
5d544c49318f5300168b8f04,2,novel,p,0.6299,1
5d544c49318f5300168b8f04,2,familiar,q,0.7847,1
5d544c49318f5300168b8f04,2,familiar,q,0.5068,1
5d544c49318f5300168b8f04,2,novel,p,0.8482,1
5d544c49318f5300168b8f04,2,novel,p,0.7335,1
5d544c49318f5300168b8f04,2,novel,p,0.7159,1
5d544c49318f5300168b8f04,2,familiar,q,0.6039,1
5d544c49318f5300168b8f04,2,novel,p,0.9306,1
5d544c49318f5300168b8f04,2,novel,q,0.5507,0
5d544c49318f5300168b8f04,2,novel,p,0.7167,1
5d544c49318f5300168b8f04,2,familiar,q,0.7085,1
5d544c49318f5300168b8f04,2,familiar,q,0.5923,1
5d544c49318f5300168b8f04,2,novel,p,0.8077,1
5d544c49318f5300168b8f04,2,novel,p,0.6697,1
5d544c49318f5300168b8f04,3,familiar,q,0.6131,1
5d544c49318f5300168b8f04,3,novel,p,0.7681,1
5d544c49318f5300168b8f04,3,familiar,q,0.4509,1
5d544c49318f5300168b8f04,3,familiar,q,0.5706,1
5d544c49318f5300168b8f04,3,novel,q,0.4794,0
5d544c49318f5300168b8f04,3,familiar,q,0.834,1
5d544c49318f5300168b8f04,3,novel,q,0.6396,0
5d544c49318f5300168b8f04,3,familiar,q,0.588,1
5d544c49318f5300168b8f04,3,novel,p,0.6242,1
5d544c49318f5300168b8f04,3,familiar,q,0.6005,1
5d544c49318f5300168b8f04,3,familiar,q,0.6881,1
5d544c49318f5300168b8f04,3,novel,q,0.618,0
5d544c49318f5300168b8f04,3,novel,p,0.5972,1
5d544c49318f5300168b8f04,3,novel,p,0.8512,1
5d544c49318f5300168b8f04,3,familiar,q,0.8011,1
5d544c49318f5300168b8f04,3,familiar,q,0.4685,1
5d544c49318f5300168b8f04,3,novel,p,0.7872,1
5d544c49318f5300168b8f04,3,familiar,q,0.6196,1
5d544c49318f5300168b8f04,3,novel,q,0.9677,0
5d544c49318f5300168b8f04,3,novel,p,0.763,1
5d544c49318f5300168b8f04,3,novel,p,0.7045,1
5d544c49318f5300168b8f04,3,familiar,q,0.7702,1
5d544c49318f5300168b8f04,3,novel,p,0.9744,1
5d544c49318f5300168b8f04,3,novel,p,0.8814,1
5d544c49318f5300168b8f04,3,novel,p,0.6314,1
5d544c49318f5300168b8f04,3,familiar,NA,NA,NA
5d544c49318f5300168b8f04,3,novel,p,0.6202,1
5d544c49318f5300168b8f04,3,novel,q,0.704,0
5d544c49318f5300168b8f04,3,familiar,q,0.7583,1
5d544c49318f5300168b8f04,3,familiar,q,0.7195,1
5d544c49318f5300168b8f04,3,novel,p,0.5909,1
5d544c49318f5300168b8f04,3,familiar,q,0.618,1
5d544c49318f5300168b8f04,3,novel,p,0.6056,1
5d544c49318f5300168b8f04,3,familiar,q,0.6069,1
5d544c49318f5300168b8f04,3,familiar,q,0.9212,1
5d544c49318f5300168b8f04,3,familiar,q,0.8413,1
5d544c49318f5300168b8f04,3,novel,p,0.6704,1
5d544c49318f5300168b8f04,3,novel,p,0.6694,1
5d544c49318f5300168b8f04,3,familiar,q,0.6867,1
5d544c49318f5300168b8f04,3,familiar,p,0.8729,0
5d544c49318f5300168b8f04,3,familiar,q,0.5977,1
5d544c49318f5300168b8f04,3,familiar,q,0.638,1
5d544c49318f5300168b8f04,3,familiar,q,0.8329,1
5d544c49318f5300168b8f04,3,familiar,q,0.6395,1
5d544c49318f5300168b8f04,3,novel,p,0.9227,1
5d544c49318f5300168b8f04,3,novel,p,0.6453,1
5d544c49318f5300168b8f04,3,novel,p,0.6882,1
5d544c49318f5300168b8f04,3,novel,p,0.6851,1
5d544c49318f5300168b8f04,3,novel,p,0.6676,1
5d544c49318f5300168b8f04,3,novel,p,0.9055,1
5d544c49318f5300168b8f04,3,novel,p,0.7849,1
5d544c49318f5300168b8f04,3,familiar,p,0.8504,0
5d544c49318f5300168b8f04,3,familiar,NA,NA,NA
5d544c49318f5300168b8f04,3,familiar,p,0.604,0
5d544c49318f5300168b8f04,3,novel,p,0.6537,1
5d544c49318f5300168b8f04,3,familiar,q,0.574,1
5d544c49318f5300168b8f04,3,novel,p,0.5817,1
5d544c49318f5300168b8f04,3,familiar,q,0.6528,1
5d544c49318f5300168b8f04,3,novel,p,0.6032,1
5d544c49318f5300168b8f04,3,familiar,q,0.7563,1
5dd005a9eb39730fc834988f,1,novel,p,0.6919,1
5dd005a9eb39730fc834988f,1,novel,q,0.5005,0
5dd005a9eb39730fc834988f,1,novel,q,0.5923,0
5dd005a9eb39730fc834988f,1,novel,p,0.7039,1
5dd005a9eb39730fc834988f,1,novel,q,0.7809,0
5dd005a9eb39730fc834988f,1,familiar,p,0.6666,0
5dd005a9eb39730fc834988f,1,novel,p,0.7563,1
5dd005a9eb39730fc834988f,1,familiar,p,0.8241,0
5dd005a9eb39730fc834988f,1,novel,p,0.7883,1
5dd005a9eb39730fc834988f,1,familiar,q,0.7675,1
5dd005a9eb39730fc834988f,1,familiar,NA,NA,NA
5dd005a9eb39730fc834988f,1,novel,p,0.8207,1
5dd005a9eb39730fc834988f,1,familiar,q,0.6354,1
5dd005a9eb39730fc834988f,1,novel,p,0.4084,1
5dd005a9eb39730fc834988f,1,novel,p,0.6413,1
5dd005a9eb39730fc834988f,1,novel,p,0.7047,1
5dd005a9eb39730fc834988f,1,familiar,q,0.6385,1
5dd005a9eb39730fc834988f,1,familiar,q,0.9759,1
5dd005a9eb39730fc834988f,1,novel,q,0.6135,0
5dd005a9eb39730fc834988f,1,familiar,q,0.7025,1
5dd005a9eb39730fc834988f,1,familiar,q,0.5521,1
5dd005a9eb39730fc834988f,1,familiar,p,0.526,0
5dd005a9eb39730fc834988f,1,familiar,q,0.8081,1
5dd005a9eb39730fc834988f,1,novel,p,0.5773,1
5dd005a9eb39730fc834988f,1,familiar,q,0.7375,1
5dd005a9eb39730fc834988f,1,familiar,q,0.6476,1
5dd005a9eb39730fc834988f,1,familiar,q,0.7234,1
5dd005a9eb39730fc834988f,1,novel,p,0.8389,1
5dd005a9eb39730fc834988f,1,novel,p,0.7287,1
